郵遞區號,CountryName,CountryAreaName,CT,WarinCountryArea,二級警戒_1,二級警戒_3,二級警戒_6,二級警戒_12,二級警戒_24,一級警戒_1,一級警戒_3,一級警戒_6,一級警戒_12,一級警戒_24
805,高雄市,旗津區,高雄市旗津區,"旗津區-南汕里(中洲二路),川東里,實踐里",60,120,180,240,300,70,140,220,280,350
806,高雄市,前鎮區,高雄市前鎮區,"前鎮區-明正里,鎮中里,忠純里,鎮榮里,良和里,鎮東里,加工區路段,草衙路,成功路(夢時代廣場附近),擴建路,凱旋路,中山路",50,120,180,240,300,60,140,220,280,350
807,高雄市,三民區,高雄市三民區,"三民區-正興里,灣興里(寶珠溝沿線、孝順街),興德里(三民街、立德街),瀋陽街,民族路,河北路",50,110,150,200,300,60,120,180,250,350
811,高雄市,楠梓區,高雄市楠梓區,"楠梓區- 中和里,隆昌里,中興里,加昌里,民族一路與水管路,藍昌路",50,110,140,200,300,60,130,160,250,350
812,高雄市,小港區,高雄市小港區,"小港區-沿海一路,明聖街,山明里,山東里,孔宅里,店鎮里,松金里,港正里,鳳鳴里",50,120,180,240,300,60,140,220,280,350
813,高雄市,左營區,高雄市左營區,"左營區-尾北里(洲仔地區),翠華路,崇德路,大中路,博愛四路與重愛街,明誠路,華夏路",50,110,150,200,300,60,130,170,250,350
814,高雄市,仁武區,高雄市仁武區,"仁武區-竹後里,大灣里,八卦里,仁福里,灣內里,仁和里,文武里,仁武里,仁雄路,鳳仁路及澄觀路,赤西3街,鳳仁路,新莊路,中華路,成觀路,新庄路",40,120,150,220,300,50,130,180,250,350
815,高雄市,大社區,高雄市大社區,"大社區-保社里,三奶里,嘉誠里,觀音里,中里里,和平路二段,中山路,文明路,三民路,鹽埕巷",50,110,150,220,300,60,130,180,250,350
820,高雄市,岡山區,高雄市岡山區,"岡山區-嘉興里,白米里,劉厝里,潭底里,嘉峰里,為隨里,石潭里,中山南路(文化局後方),頂潭路與介壽西路口",40,100,150,200,250,50,110,180,230,300
822,高雄市,阿蓮區,高雄市阿蓮區,"阿蓮區-玉庫里,復安里,中路里,峰山里,南蓮里",40,100,150,200,250,50,110,180,230,300
823,高雄市,田寮區,高雄市田寮區,"田寮區-崇德里,西德里, 南二高田寮交流道附近,南安里,三和里",50,120,190,250,350,60,140,220,280,400
824,高雄市,燕巢區,高雄市燕巢區,"燕巢區-安招里,角宿里,鳳雄里,樹德科大附近,瓊林里,深水里",50,110,130,200,300,60,120,150,250,350
826,高雄市,梓官區,高雄市梓官區,"梓官區-中崙里,梓信里,同安里,典寶里,信蚵里,大舍里,中正路,梓和里,同安里,梓平里,梓義里",40,100,150,200,250,50,110,180,230,300
827,高雄市,彌陀區,高雄市彌陀區,"彌陀區-文安里,海尾里,彌陀里,漯底村(樂安路與漯底路),彌陀村(中正西路),舊港村(舊港西路)",40,100,150,200,250,50,110,180,230,300
828,高雄市,永安區,高雄市永安區,"永安區-永華里,維新里,新港里,永安工業區,永工一路,二路附近,保安路,和平街,忠孝街,永華路,永安里",40,100,150,200,250,50,110,180,230,300
829,高雄市,湖內區,高雄市湖內區,"湖內區-太爺里,葉厝里,公館里,文賢里,田尾里,海埔里,劉家里, 海山里,中賢里",50,120,170,210,300,60,130,200,250,350
830,高雄市,鳳山區,高雄市鳳山區,"鳳山區-過埤里,忠孝里,青年路,文化路,光復路,澄清路,濱山街,建國路",40,120,150,220,300,50,130,180,250,350
831,高雄市,大寮區,高雄市大寮區,"大寮區-光武里,拷潭里,內坑里,中興里,前庄里,永芳里,鳳林路,鳳屏路,光明路,中庄里",40,120,160,250,300,50,130,180,280,350
832,高雄市,林園區,高雄市林園區,"林園區-中汕里,北汕里,西汕里,林家里,溪州里, 鳳芸里,廣應里,中厝里,頂厝里",60,120,180,240,300,70,140,220,280,350
833,高雄市,鳥松區,高雄市鳥松區,"鳥松區-鳥松里(鳥松路、中正路、大埤路),仁美里(美山路、神農路),東豐巷和水管路十九巷,夢裡里,大華里,圣埔里",40,120,150,220,300,50,130,180,250,350
840,高雄市,大樹區,高雄市大樹區,"大樹區-久堂里,竹寮里,九曲里,檨腳里,大樹里,統嶺里,興田里",60,120,180,250,300,70,140,210,280,350
842,高雄市,旗山區,高雄市旗山區,"旗山區-大德里,延平一路,中寮路,中正里,東平里(延平二路114號),永和里,大林里 ,廣福里(中興街)",60,120,200,250,350,70,130,220,300,400
843,高雄市,美濃區,高雄市美濃區,"美濃區-泰安里,瀰濃里,合和里,東門里,廣林里,南中街,民生路至中正路口",50,110,140,200,270,60,120,170,240,320
844,高雄市,六龜區,高雄市六龜區,"六龜區-新發里,寶來里,大津里,義寶里,文武里,新威里,荖濃里,六龜里,台27線路段,新寮里,新興里,建山里,興龍里",50,120,160,250,350,60,130,190,300,400
845,高雄市,內門區,高雄市內門區,"內門區-永富里, 金竹里,溝坪里,永吉里",60,130,200,300,400,70,140,230,350,450
846,高雄市,杉林區,高雄市杉林區,"杉林區-上平里,月眉里,月美里,集來里,新庄里,台21線路段",70,120,170,250,350,80,140,200,280,400
847,高雄市,甲仙區,高雄市甲仙區,"甲仙區-台21線小林段,台21線里關段,西安里,和安里,關山里,大田里,小林里,東安里",50,120,170,240,300,60,130,200,280,350
848,高雄市,桃源區,高雄市桃源區,"桃源區-勤和里(含東莊) ,台20線勤和路段",50,130,170,260,350,60,140,200,300,400
849,高雄市,那瑪夏區,高雄市那瑪夏區,"那瑪夏區-台21線路段,瑪雅里,南沙魯里",50,120,160,240,350,60,130,190,280,400
851,高雄市,茂林區,高雄市茂林區,"茂林區-萬山里,茂林里,多納里",70,160,220,310,450,80,180,250,350,500
852,高雄市,茄萣區,高雄市茄萣區,"茄萣區-白雲里,崎漏里,福德里,保定村(港東街),福德村(白砂路),公園路",50,120,170,210,300,60,130,200,250,350
880,澎湖縣,馬公市,澎湖縣馬公市,"馬公市-東文里,西文里,山水里,西衛里",50,120,170,250,320,60,130,200,280,350
881,澎湖縣,西嶼鄉,澎湖縣西嶼鄉,"西嶼鄉-外垵村,內垵村",60,120,200,250,350,70,130,230,300,400
884,澎湖縣,白沙鄉,澎湖縣白沙鄉,"白沙鄉-港子村,赤崁村,講美村",60,120,200,250,350,70,130,230,300,400
885,澎湖縣,湖西鄉,澎湖縣湖西鄉,"湖西鄉-湖東村,湖西村,林投村,隘門村",50,120,170,250,320,60,130,200,280,350
890,金門縣,金沙鎮,金門縣金沙鎮,金沙鎮-汶沙里(金沙分駐所一帶),60,120,200,250,350,70,130,230,300,400
891,金門縣,金湖鎮,金門縣金湖鎮,"金湖鎮-新市里(山外溪週邊),山外里(山外地區)",60,120,200,250,350,70,130,230,300,400
892,金門縣,金寧鄉,金門縣金寧鄉,"金寧鄉-古寧村,安美村,慈湖農莊一帶",60,120,200,250,350,70,130,230,300,400
893,金門縣,金城鎮,金門縣金城鎮,"金城鎮-東門里,南門里,民族路",50,120,170,250,320,60,130,200,280,350
894,金門縣,烈嶼鄉,金門縣烈嶼鄉,"烈嶼鄉-林湖村(東林尾區),上林村(近陵水湖區)",60,120,200,250,350,70,130,230,300,400
900,屏東縣,屏東市,屏東縣屏東市,"屏東市-海豐里,瑞光里,大洲里,永城里,廣興里,頂宅里,頂柳里,長春里,仁愛里",50,100,130,170,250,60,110,150,220,300
901,屏東縣,三地門鄉,屏東縣三地門鄉,"三地門鄉-德文村,達來村",70,150,200,350,450,80,170,230,400,500
902,屏東縣,霧台鄉,屏東縣霧台鄉,"霧台鄉-霧台村伊拉部落,台24線伊拉路段",60,140,190,300,400,70,150,220,350,450
903,屏東縣,瑪家鄉,屏東縣瑪家鄉,"瑪家鄉-瑪家村,北葉村",60,160,250,350,450,70,170,280,400,500
904,屏東縣,九如鄉,屏東縣九如鄉,"九如鄉-東寧村,三塊村,玉泉村,大坵村,後庄村,玉水村,耆老村",60,100,150,200,300,70,110,170,250,350
905,屏東縣,里港鄉,屏東縣里港鄉,"里港鄉-三?村,中和村, 戴興村,茄苳村,潮厝村,瀰力村",60,100,150,200,300,70,110,170,250,350
906,屏東縣,高樹鄉,屏東縣高樹鄉,"高樹鄉-大埔村,長榮村,田子村,建興村,新豐村,新南村,泰山村,廣福村,廣興村,舊庄村",60,130,150,200,300,70,140,180,250,350
907,屏東縣,鹽埔鄉,屏東縣鹽埔鄉,"鹽埔鄉-新圍村(大仁科大),高朗村,澎厝村,新二村",60,130,150,200,300,70,140,180,250,350
908,屏東縣,長治鄉,屏東縣長治鄉,"長治鄉-繁華村,德榮村,香楊村,潭頭村,長興村,德協村",50,110,150,200,300,60,120,180,250,350
909,屏東縣,麟洛鄉,屏東縣麟洛鄉,"麟洛鄉-麟趾村,田道村,麟頂村,新田村,屏鵝公路麟洛果菜市場",50,110,150,220,280,60,120,180,250,330
911,屏東縣,竹田鄉,屏東縣竹田鄉,"竹田鄉-竹南村,鳳明村,福田村,永豐村,南勢村,下港尾,泗州村,竹田村",50,110,140,190,250,60,120,160,230,300
912,屏東縣,內埔鄉,屏東縣內埔鄉,"內埔鄉-屏科大附近,美和村,隘寮村,和興村,中林村,豐田村,老埤村,大新村,龍泉村,水門村,東寧村",50,120,150,200,300,60,130,180,250,350
913,屏東縣,萬丹鄉,屏東縣萬丹鄉,"萬丹鄉-興安村,水泉村,興全村,內庄村,港墘村,後安村,田厝村,甘棠村,萬惠村,灣內村,水仙村,崙頂村",50,100,140,170,250,60,110,160,220,300
920,屏東縣,潮州鎮,屏東縣潮州鎮,"潮州鎮-五魁里(南二高下),崙東里 ,蓬萊里(內水哮地區),民治橋鐵路涵洞,太平路 ,三和里 ,興美里",50,110,140,190,250,60,120,160,230,300
921,屏東縣,泰武鄉,屏東縣泰武鄉,泰武鄉-佳平村,60,120,200,250,350,70,130,230,300,400
922,屏東縣,來義鄉,屏東縣來義鄉,"來義鄉-古樓村,文樂村,來義村",60,130,200,270,350,70,140,230,320,400
923,屏東縣,萬巒鄉,屏東縣萬巒鄉,"萬巒鄉-硫黃村,五溝村,泗溝村,赤山村,萬金村,鹿寮村,萬巒村,成德村",60,120,200,250,350,70,130,230,300,400
924,屏東縣,崁頂鄉,屏東縣崁頂鄉,"崁頂鄉-力社村,港東村,州子村,圍內村,越溪村,北勢村,崁頂村",50,110,150,190,250,60,120,170,230,300
925,屏東縣,新埤鄉,屏東縣新埤鄉,"新埤鄉-建功村,打鐵村,箕湖村,新埤村,萬隆村",50,110,140,190,250,60,120,160,230,300
926,屏東縣,南州鄉,屏東縣南州鄉,"南州鄉-萬華村,溪洲村,七塊村,番仔厝",40,100,140,200,270,50,110,160,230,300
927,屏東縣,林邊鄉,屏東縣林邊鄉,"林邊鄉-水利村,仁和村,林邊村,光林村,永樂村,鎮安村 ,台17線中山路,中林村",30,80,120,170,220,40,90,140,200,250
928,屏東縣,東港鎮,屏東縣東港鎮,"東港鎮-大鵬里,船頭里,下?里,大潭里,新勝里,中正路,光復路,東隆里,興和里,東和里",30,80,120,170,220,40,90,140,200,250
929,屏東縣,琉球鄉,屏東縣琉球鄉,琉球鄉,60,120,200,250,350,70,130,230,300,400
931,屏東縣,佳冬鄉,屏東縣佳冬鄉,"佳冬鄉-羌園村（羌光路）台 17線與羌光路交會處 ,燄塭村（海埔社區）,塭豐村,羌園國小,大同村,賴家村,六根村",30,80,120,170,220,40,90,140,200,250
932,屏東縣,新園鄉,屏東縣新園鄉,"新園鄉-港西村,南龍村,中洲村,內莊村,共和村,興龍村,烏龍村,港墘村,鹽埔村",50,110,150,190,250,60,120,170,230,300
940,屏東縣,枋寮鄉,屏東縣枋寮鄉,"枋寮鄉-內寮村,大庄村,新龍村,人和村,東海村,地利村",50,100,170,220,300,60,110,200,250,350
941,屏東縣,枋山鄉,屏東縣枋山鄉,"枋山鄉-枋山村, 善餘村,楓港村,台1線",60,110,150,200,300,70,120,180,250,350
942,屏東縣,春日鄉,屏東縣春日鄉,"春日鄉-古華村 ,力里村,七佳村 ,士文村",60,140,220,300,400,70,150,250,350,450
943,屏東縣,獅子鄉,屏東縣獅子鄉,"獅子鄉-獅子村(中心崙部落),丹路村(伊屯部落)",70,130,200,300,400,80,150,230,350,450
944,屏東縣,車城鄉,屏東縣車城鄉,"車城鄉-中正路,新街村,福興村,保力村,埔墘村,福安村,海口村,射寮村",60,120,170,250,350,70,130,200,300,400
945,屏東縣,牡丹鄉,屏東縣牡丹鄉,"牡丹鄉-高士村,石門村",60,110,160,200,300,70,120,180,250,350
946,屏東縣,恆春鎮,屏東縣恆春鎮,"恆春鎮-網沙里,茄湖里,南灣里,山腳里,城南里",60,140,180,230,350,70,150,210,270,400
947,屏東縣,滿州鄉,屏東縣滿州鄉,"滿州鄉-,永靖村,長樂村,港口村,滿州村",70,150,200,300,400,80,160,250,350,450
950,台東縣,台東市,台東縣台東市,"台東市-馬蘭里,富豐里,豐田里,富岡里,豐谷里,豐里里,豐原里,太平溪沿岸,利嘉溪臨海低窪處,知本溪下游沿岸",40,110,150,210,250,50,130,180,240,300
951,台東縣,綠島鄉,台東縣綠島鄉,綠島鄉,60,130,210,340,400,70,140,230,380,450
952,台東縣,蘭嶼鄉,台東縣蘭嶼鄉,蘭嶼鄉,60,130,210,340,400,70,140,230,380,450
953,台東縣,延平鄉,台東縣延平鄉,"延平鄉-永康村,桃源村",70,140,220,350,450,80,160,250,400,500
954,台東縣,卑南鄉,台東縣卑南鄉,"卑南鄉-泰安溪沿岸,泰安村,太平村太平路,初鹿村,明峰村",50,120,150,220,300,60,130,180,250,350
955,台東縣,鹿野鄉,台東縣鹿野鄉,"鹿野鄉-永安村,瑞隆村,瑞源村,鹿野村",60,130,200,300,400,70,150,220,350,450
956,台東縣,關山鎮,台東縣關山鎮,"關山鎮-里瓏里(民族路,和平路),德高里(永豐路,東庄路),豐泉里,新福里(隆盛路,新福路),月眉里(中和路),電光里(中興路)",50,120,200,270,370,70,140,230,300,400
957,台東縣,海端鄉,台東縣海端鄉,"海端鄉-廣原村,海瑞村",60,130,210,340,400,70,140,230,380,450
958,台東縣,池上鄉,台東縣池上鄉,"池上鄉-大埔村,慶豐村,福文村,福原村,新興村,萬安村",50,120,200,270,370,60,140,230,300,400
959,台東縣,東河鄉,台東縣東河鄉,"東河鄉-都蘭村,東河村,泰源村",60,130,180,250,350,70,150,210,300,400
961,台東縣,成功鎮,台東縣成功鎮,"成功鎮-三仙里(白蓮路),博愛里,忠孝里,和平里,信義里",50,110,160,250,350,60,130,190,280,400
962,台東縣,長濱鄉,台東縣長濱鄉,"長濱鄉-三間村(大俱來台11省道),長濱村",50,110,160,250,350,60,130,190,280,400
963,台東縣,太麻里鄉,台東縣太麻里鄉,"太麻里鄉-泰和村,美和村,金崙村,香蘭村,三和村,正興村,多良村",40,90,120,180,250,50,100,140,220,300
964,台東縣,金峰鄉,台東縣金峰鄉,"金峰鄉-嘉蘭村,壢坵村",50,100,160,220,310,60,120,180,250,350
965,台東縣,大武鄉,台東縣大武鄉,"大武鄉-大竹村,大鳥村,大武村,尚武村,南興村",60,110,180,280,350,70,130,210,320,400
966,台東縣,達仁鄉,台東縣達仁鄉,"達仁鄉-安朔村,南田村",70,130,190,320,450,80,140,220,350,500
970,花蓮縣,花蓮市,花蓮縣花蓮市,"花蓮市-國治里,國光里(復興新村),民生里(三民街及中正路口),國福里,國風里,仁愛街,自由街,明義街",40,100,130,200,250,50,110,150,230,300
971,花蓮縣,新城鄉,花蓮縣新城鄉,"新城鄉-嘉里村,北埔村,嘉新村(花蓮大學附近),康樂村(鄉村社區)",40,110,150,200,300,50,120,180,250,350
972,花蓮縣,秀林鄉,花蓮縣秀林鄉,秀林鄉-和平村、崇德村、水源村、文蘭村、景美村,70,120,200,300,400,80,140,230,350,450
973,花蓮縣,吉安鄉,花蓮縣吉安鄉,"吉安鄉-東昌村(榮光社區),光華村,仁安村,北昌村,宜昌村,仁和村,仁里村,南昌村",40,100,130,210,320,50,110,150,250,350
974,花蓮縣,壽豐鄉,花蓮縣壽豐鄉,"壽豐鄉-壽豐村(壽豐路一,二段),共和村（樹湖溪及荖溪沿岸）,樹湖村",50,120,150,230,310,60,140,180,270,350
975,花蓮縣,鳳林鎮,花蓮縣鳳林鎮,"鳳林鎮-南平里,北林里,林榮里,鳳仁里,鳳義里,大榮里",50,120,170,270,350,60,130,200,320,400
976,花蓮縣,光復鄉,花蓮縣光復鄉,"光復鄉-大興村,大豐村,西富村,大同村,大全村,大進村",60,130,180,230,320,70,140,210,280,350
977,花蓮縣,豐濱鄉,花蓮縣豐濱鄉,"豐濱鄉-豐濱村,磯崎村,復興部落,八里灣部落",60,130,180,250,350,70,150,200,300,400
978,花蓮縣,瑞穗鄉,花蓮縣瑞穗鄉,"瑞穗鄉-瑞祥村,富源村,富興村,奇美村",60,130,180,230,320,70,140,210,280,350
979,花蓮縣,萬榮鄉,花蓮縣萬榮鄉,"萬榮鄉-萬榮村,明利村",70,140,220,350,450,80,160,250,400,500
981,花蓮縣,玉里鎮,花蓮縣玉里鎮,"玉里鎮-中城里,大禹里,長良里,源城里,觀音里,松浦里",60,130,180,250,350,70,140,200,300,400
982,花蓮縣,卓溪鄉,花蓮縣卓溪鄉,卓溪鄉-卓溪村,60,120,180,300,400,70,140,220,350,450
983,花蓮縣,富里鄉,花蓮縣富里鄉,"富里鄉-明里村,萬寧村,新興村,羅山村",50,110,150,230,350,60,120,170,250,400
825,高雄市,橋頭區,高雄市橋頭區,"橋頭區-筆秀里,頂鹽里,橋頭里,頂鹽里東林里,西林里,芋寮里,典寶里,甲北里,甲南里,德松里",40,90,130,180,250,50,100,150,230,300
821,高雄市,路竹區,高雄市路竹區,"路竹區-下坑里,甲北里,三爺里,頂寮里",40,100,150,200,250,50,110,180,230,300
